1_r1_smiles,1_r2_smiles,1_reaction,2_r1_smiles,2_r2_smiles,2_reaction,compound_set,date,error_message,error_type,hit1,hit2,inchi_key,input_num,num_placed,num_successful,route_uuid,smiles,template,time,to_hippo,total_num_products_enumstereo,total_num_unique_products
O=C(O)COCc1cc(-c2ccc3c(c2)OCO3)on1,NCc1ccccc1,Amidation,,,,x1052_1A-x1140_0A_420-P,20240927,,,D68EV3CPROA-x1052_1A,D68EV3CPROA-x1140_0A,LTYLBHMYCVEKHN-UHFFFAOYSA-N,347,1051.0,0.0,5R6GPr,O=C(COCc1cc(-c2ccc3c(c2)OCO3)on1)NCc1ccccc1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1052_1A_apo-desolv.pdb,0118,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/LTYLBHMYCVEKHN-UHFFFAOYSA-N/LTYLBHMYCVEKHN-UHFFFAOYSA-N_5R6GPr_to_hippo.pkl.gz,1051.0,878.0
O=C(O)Cc1ccc2c(c1)OCO2,NC1CCN(c2nccn3cnnc23)C1,Amidation,,,,x0147_0A-x1140_0A_21-P,20240925,,,D68EV3CPROA-x0147_0A,D68EV3CPROA-x1140_0A,ICLQJZFZXNUAAQ-UHFFFAOYSA-N,94,514.0,452.0,Pfh8VH,O=C(Cc1ccc2c(c1)OCO2)NC1CCN(c2nccn3cnnc23)C1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x0147_0A_apo-desolv.pdb,1946,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/ICLQJZFZXNUAAQ-UHFFFAOYSA-N/ICLQJZFZXNUAAQ-UHFFFAOYSA-N_Pfh8VH_to_hippo.pkl.gz,514.0,189.0
O=C(O)c1cncc2c1CCC2,NCCc1ccc2c(c1)OCO2,Amidation,,,,x1140_0A-x1498_0A_418-I,20240927,,,D68EV3CPROA-x1140_0A,D68EV3CPROA-x1498_0A,ANEKYCTXNHBOLP-UHFFFAOYSA-N,668,1264.0,200.0,Z7W9Xr,O=C(NCCc1ccc2c(c1)OCO2)c1cncc2c1CCC2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1498_0A_apo-desolv.pdb,0046,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/ANEKYCTXNHBOLP-UHFFFAOYSA-N/ANEKYCTXNHBOLP-UHFFFAOYSA-N_Z7W9Xr_to_hippo.pkl.gz,1264.0,684.0
,,,,,,x1498_0A-x1083_0A_497-P,20240925,Scaffold could not be minimised.,ScaffoldPlacementError,D68EV3CPROA-x1498_0A,D68EV3CPROA-x1083_0A,NBKFBKMTZFQORH-UHFFFAOYSA-N,250,,,,CC(C)(C)c1ccc(C(=O)OCCN2CCCCC2)nc1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1498_0A_apo-desolv.pdb,2014,,,
O=C(O)c1cc2c(cn1)OCCO2,Cc1nnc2c(N)cccn12,Amidation,,,,x1594_0A-x1919_0A_433-I,20240927,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x1919_0A,ZOHLGMMPANCKBP-UHFFFAOYSA-N,669,10.0,0.0,6EwbjB,Cc1nnc2c(NC(=O)c3cc4c(cn3)OCCO4)cccn12,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,0022,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/ZOHLGMMPANCKBP-UHFFFAOYSA-N/ZOHLGMMPANCKBP-UHFFFAOYSA-N_6EwbjB_to_hippo.pkl.gz,10.0,9.0
NCc1ccccc1CCC(=O)O,NC1CC1,Amidation,,,,x1020_0A-x0130_0A_226-I,20240927,,,D68EV3CPROA-x1020_0A,D68EV3CPROA-x0130_0A,XTOXBTMZRRSRCC-UHFFFAOYSA-N,539,10000.0,0.0,47x8iA,NCc1ccccc1CCC(=O)NC1CC1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x0130_0A_apo-desolv.pdb,0228,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/XTOXBTMZRRSRCC-UHFFFAOYSA-N/XTOXBTMZRRSRCC-UHFFFAOYSA-N_47x8iA_to_hippo.pkl.gz,28870.0,6449.0
NCC(=O)N1CC2CN(C(=O)c3cocn3)CC2C1,CS(=O)(=O)Cl,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,,x1071_0A-x1498_0A_130-I,20240926,ChemicalParserException: initMatchers() must be called before runReactants(),ValueError,D68EV3CPROA-x1071_0A,D68EV3CPROA-x1498_0A,GHQNRGDMXJHCOQ-UHFFFAOYSA-N,514,,,JziFyk,CS(=O)(=O)NCC(=O)N1CC2CN(C(=O)c3cocn3)CC2C1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1498_0A_apo-desolv.pdb,0417,,,
O[CH:1]=[O:2],NCC(=O)N1CC2CN(C(=O)c3cocn3)CC2C1,Amidation,,,,x1071_0A-x1498_0A_130-I,20240926,Scaffold was not found in the scaffold names of the HIPPO output at /opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/GHQNRGDMXJHCOQ-UHFFFAOYSA-N/GHQNRGDMXJHCOQ-UHFFFAOYSA-N_dg5zfN_to_hippo.pkl.gz.Most likely due to an incorrectly written SMIRKS.,NoScaffold,D68EV3CPROA-x1071_0A,D68EV3CPROA-x1498_0A,GHQNRGDMXJHCOQ-UHFFFAOYSA-N,514,2808.0,1033.0,dg5zfN,CS(=O)(=O)NCC(=O)N1CC2CN(C(=O)c3cocn3)CC2C1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1498_0A_apo-desolv.pdb,0417,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/GHQNRGDMXJHCOQ-UHFFFAOYSA-N/GHQNRGDMXJHCOQ-UHFFFAOYSA-N_dg5zfN_to_hippo.pkl.gz,2808.0,654.0
O=C(NC1C2CNCC21)c1ccns1,COC(=O)N(C)CC(=O)O,Amidation,,,,x1071_0A-x1498_0A_282-2-R,20240929,,,D68EV3CPROA-x1071_0A,D68EV3CPROA-x1498_0A,DTYSEDUNRRQFSF-UHFFFAOYSA-N,701,3228.0,237.0,HBNNs2,COC(=O)N(C)CC(=O)N1CC2C(C1)C2NC(=O)c1ccns1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1498_0A_apo-desolv.pdb,1210,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/DTYSEDUNRRQFSF-UHFFFAOYSA-N/DTYSEDUNRRQFSF-UHFFFAOYSA-N_HBNNs2_to_hippo.pkl.gz,3228.0,366.0
O=C(O)c1cnnc2ccccc12,CN1CCC(CCN)CC1,Amidation,,,,x1083_0A-x1594_0A_274-I,20240926,,,D68EV3CPROA-x1083_0A,D68EV3CPROA-x1594_0A,FZROIHIRMDMQBY-UHFFFAOYSA-N,479,629.0,12.0,rBt6Tx,CN1CCC(CCNC(=O)c2cnnc3ccccc23)CC1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1083_0A_apo-desolv.pdb,0233,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/FZROIHIRMDMQBY-UHFFFAOYSA-N/FZROIHIRMDMQBY-UHFFFAOYSA-N_rBt6Tx_to_hippo.pkl.gz,629.0,335.0
,,,,,,x1071_0A-x1083_0A_93-P,20240925,Scaffold could not be minimised.,ScaffoldPlacementError,D68EV3CPROA-x1071_0A,D68EV3CPROA-x1083_0A,CDELUVSDRAQPTL-UHFFFAOYSA-N,265,,,,CS(=O)(=O)N(CC(=O)N1CCCCC1)c1ccc(C23CC4CC(CC(C4)C2)C3)cc1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1083_0A_apo-desolv.pdb,2021,,,
CCc1nnc2ccc(S(=O)(=O)Cl)cn12,CCNc1ccc2c(c1)OCO2,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,,x1594_0A-x1140_0A_133-P,20240930,ChemicalParserException: initMatchers() must be called before runReactants(),ValueError,D68EV3CPROA-x1594_0A,D68EV3CPROA-x1140_0A,JXFIGYIDNXFQEE-UHFFFAOYSA-N,4,,,KfvRDN,CCc1nnc2ccc(S(=O)(=O)N(CC)c3ccc4c(c3)OCO4)cn12,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,0152,,,
NC1CCN(c2nccn3cnnc23)C1,CC(Oc1ccc2c(c1)OCO2)C(=O)O,Amidation,,,,x0147_0A-x2021_0A_17-P,20240926,,,D68EV3CPROA-x0147_0A,D68EV3CPROA-x2021_0A,CCTKPFCFNDBRBU-UHFFFAOYSA-N,304,142.0,97.0,N2ZK5Y,CC(Oc1ccc2c(c1)OCO2)C(=O)NC1CCN(c2nccn3cnnc23)C1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x0147_0A_apo-desolv.pdb,0123,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/CCTKPFCFNDBRBU-UHFFFAOYSA-N/CCTKPFCFNDBRBU-UHFFFAOYSA-N_N2ZK5Y_to_hippo.pkl.gz,142.0,48.0
Nc1cccc2cnccc12,NCc1ccccc1CCC(=O)O,Amidation,,,,x1020_0A-x0130_0A_277-I,20240929,,,D68EV3CPROA-x1020_0A,D68EV3CPROA-x0130_0A,LXDQDQITPGWWNN-UHFFFAOYSA-N,680,10000.0,0.0,naS9GP,NCc1ccccc1CCC(=O)Nc1cccc2cnccc12,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x0130_0A_apo-desolv.pdb,0324,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/LXDQDQITPGWWNN-UHFFFAOYSA-N/LXDQDQITPGWWNN-UHFFFAOYSA-N_naS9GP_to_hippo.pkl.gz,12643.0,5834.0
O=C(O)CCC(=O)c1ccc2c(c1)OCCO2,NCc1nnc2ccccn12,Amidation,,,,x1594_0A-x2021_0A_312-I,20240929,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x2021_0A,AWKODOPGJLXTRA-UHFFFAOYSA-N,585,193.0,19.0,Azr6jo,O=C(CCC(=O)c1ccc2c(c1)OCCO2)NCc1nnc2ccccn12,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x2021_0A_apo-desolv.pdb,0728,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/AWKODOPGJLXTRA-UHFFFAOYSA-N/AWKODOPGJLXTRA-UHFFFAOYSA-N_Azr6jo_to_hippo.pkl.gz,193.0,113.0
CS(=O)(=O)N(CC(=O)O)c1ccccc1F,C1CCNCC1,Amidation,,,,x1071_0A-x1083_0A_83-P,20240927,,,D68EV3CPROA-x1071_0A,D68EV3CPROA-x1083_0A,DUKLFAQWCDXGCL-UHFFFAOYSA-N,356,10000.0,151.0,qhYgyd,CS(=O)(=O)N(CC(=O)N1CCCCC1)c1ccccc1F,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1083_0A_apo-desolv.pdb,1325,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/DUKLFAQWCDXGCL-UHFFFAOYSA-N/DUKLFAQWCDXGCL-UHFFFAOYSA-N_qhYgyd_to_hippo.pkl.gz,10692.0,2646.0
NCC(=O)N1CCCC1,COC(=O)c1sccc1CS(=O)(=O)Cl,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,,x1071_0A-x1083_0A_486-I,20240926,ChemicalParserException: initMatchers() must be called before runReactants(),ValueError,D68EV3CPROA-x1071_0A,D68EV3CPROA-x1083_0A,JBBXJTPLKCOORC-UHFFFAOYSA-N,556,,,nYGMcW,COC(=O)c1sccc1CS(=O)(=O)NCC(=O)N1CCCC1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1083_0A_apo-desolv.pdb,0112,,,
O=C(O)c1ccc2c(c1)OCO2,Cc1ccn2c(N)nnc2c1,Amidation,,,,x1594_0A-x1140_0A_159-P,20240925,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x1140_0A,NHWZCVJNUFHPIM-UHFFFAOYSA-N,155,30.0,0.0,EM5ecA,Cc1ccn2c(NC(=O)c3ccc4c(c3)OCO4)nnc2c1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,1926,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/NHWZCVJNUFHPIM-UHFFFAOYSA-N/NHWZCVJNUFHPIM-UHFFFAOYSA-N_EM5ecA_to_hippo.pkl.gz,30.0,30.0
NCc1cccc(CCC(=O)O)c1,NC1CC1,Amidation,,,,x1020_0A-x0130_0A_227-I,20240927,,,D68EV3CPROA-x1020_0A,D68EV3CPROA-x0130_0A,GNHKLKGOYWKRIC-UHFFFAOYSA-N,536,10000.0,0.0,bNpdm4,NCc1cccc(CCC(=O)NC2CC2)c1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x0130_0A_apo-desolv.pdb,0735,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/GNHKLKGOYWKRIC-UHFFFAOYSA-N/GNHKLKGOYWKRIC-UHFFFAOYSA-N_bNpdm4_to_hippo.pkl.gz,18120.0,4407.0
Cc1cc(C(=O)O)no1,CC(N)CNC(=O)C(C)(C)N1CCCCC1,Amidation,,,,x1052_1A-x1083_0A_431-P,20240926,,,D68EV3CPROA-x1052_1A,D68EV3CPROA-x1083_0A,LXVROZZCCRADEU-UHFFFAOYSA-N,259,346.0,0.0,EvpemN,Cc1cc(C(=O)NC(C)CNC(=O)C(C)(C)N2CCCCC2)no1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1052_1A_apo-desolv.pdb,0225,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/LXVROZZCCRADEU-UHFFFAOYSA-N/LXVROZZCCRADEU-UHFFFAOYSA-N_EvpemN_to_hippo.pkl.gz,346.0,159.0
,,,,,,x1498_0A-x1083_0A_494-P,20240925,Scaffold could not be minimised.,ScaffoldPlacementError,D68EV3CPROA-x1498_0A,D68EV3CPROA-x1083_0A,CCKBNAUGWQVLSP-UHFFFAOYSA-N,354,,,,CC(C)C(C(=O)Nc1ccc(C(C)(C)C)cn1)N1CCCCC1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1498_0A_apo-desolv.pdb,2106,,,
,,,,,,x1071_0A-x1083_0A_407-P,20240925,Scaffold could not be minimised.,ScaffoldPlacementError,D68EV3CPROA-x1071_0A,D68EV3CPROA-x1083_0A,FNHVGXHANYEHJL-UHFFFAOYSA-N,87,,,,O=C(CCCN1CCCCC1)N1CCC(N2CCC2)CC1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1071_0A_apo-desolv.pdb,1852,,,
O=C(O)COCc1cc(-c2ccc3c(c2)OCO3)on1,Nc1cccnc1,Amidation,,,,x1140_0A-x2099_0A_422-P,20240926,,,D68EV3CPROA-x1140_0A,D68EV3CPROA-x2099_0A,COBYWMNJKJFCDS-UHFFFAOYSA-N,326,1273.0,633.0,oxAnvT,O=C(COCc1cc(-c2ccc3c(c2)OCO3)on1)Nc1cccnc1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1140_0A_apo-desolv.pdb,0229,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/COBYWMNJKJFCDS-UHFFFAOYSA-N/COBYWMNJKJFCDS-UHFFFAOYSA-N_oxAnvT_to_hippo.pkl.gz,1273.0,1265.0
NCC(=O)N1CCCC1,COC1(CS(=O)(=O)Cl)CCCCC1,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,,x1071_0A-x1083_0A_476-I,20240926,ChemicalParserException: initMatchers() must be called before runReactants(),ValueError,D68EV3CPROA-x1071_0A,D68EV3CPROA-x1083_0A,PTZSQOHEHIVZDN-UHFFFAOYSA-N,569,,,HTUNCc,COC1(CS(=O)(=O)NCC(=O)N2CCCC2)CCCCC1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1083_0A_apo-desolv.pdb,0111,,,
,,,,,,x1140_0A-x1594_0A_76-I,20240925,No routes found for c1ccc2c(c1)nnn2Cc1nnc2sc(-c3ccc4c(c3)OCO4)nn12.,NoSynthesisRoute,D68EV3CPROA-x1140_0A,D68EV3CPROA-x1594_0A,OMJCQXZLUQBYND-UHFFFAOYSA-N,484,,,,c1ccc2c(c1)nnn2Cc1nnc2sc(-c3ccc4c(c3)OCO4)nn12,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,2207,,,
O=C(Cl)Cn1nnc2ccccc21,Cc1cc2c(cc1N)OCO2,Amide_Schotten-Baumann_with_amine,,,,x1140_0A-x1594_0A_63-I,20240926,,,D68EV3CPROA-x1140_0A,D68EV3CPROA-x1594_0A,JISGIOGLOBAWRP-UHFFFAOYSA-N,496,201.0,32.0,SyK3t4,Cc1cc2c(cc1NC(=O)Cn1nnc3ccccc31)OCO2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,0055,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/JISGIOGLOBAWRP-UHFFFAOYSA-N/JISGIOGLOBAWRP-UHFFFAOYSA-N_SyK3t4_to_hippo.pkl.gz,201.0,91.0
c1ccc2c(c1)nnn2C[C:1](=[O:2])[OH:3],Cc1cc2c(cc1N)OCO2,Amidation,,,,x1140_0A-x1594_0A_63-I,20240926,,,D68EV3CPROA-x1140_0A,D68EV3CPROA-x1594_0A,JISGIOGLOBAWRP-UHFFFAOYSA-N,496,922.0,160.0,JWFieq,Cc1cc2c(cc1NC(=O)Cn1nnc3ccccc31)OCO2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,0055,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/JISGIOGLOBAWRP-UHFFFAOYSA-N/JISGIOGLOBAWRP-UHFFFAOYSA-N_JWFieq_to_hippo.pkl.gz,922.0,332.0
O=C(O)c1ccc2c(c1)OCO2,CCCC(N)c1nnc2ccccn12,Amidation,,,,x1594_0A-x1140_0A_130-P,20240925,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x1140_0A,DKZCXMHVEBUFNB-UHFFFAOYSA-N,28,240.0,234.0,9g4DU3,CCCC(NC(=O)c1ccc2c(c1)OCO2)c1nnc2ccccn12,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,1848,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/DKZCXMHVEBUFNB-UHFFFAOYSA-N/DKZCXMHVEBUFNB-UHFFFAOYSA-N_9g4DU3_to_hippo.pkl.gz,240.0,120.0
O=C(O)c1cn2cnnc2cn1,CC(N)c1cn(C2CCC2)nn1,Amidation,,,,x0147_0A-x1083_0A_490-I,20240926,,,D68EV3CPROA-x0147_0A,D68EV3CPROA-x1083_0A,CSSDISDBNSVEMT-UHFFFAOYSA-N,622,6.0,0.0,q9D4tx,CC(NC(=O)c1cn2cnnc2cn1)c1cn(C2CCC2)nn1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x0147_0A_apo-desolv.pdb,0027,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/CSSDISDBNSVEMT-UHFFFAOYSA-N/CSSDISDBNSVEMT-UHFFFAOYSA-N_q9D4tx_to_hippo.pkl.gz,6.0,3.0
O=S(=O)(Cl)c1ccc2nncn2c1,COC(=O)CNc1ccc2c(c1)OCCO2,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,,x1594_0A-x2021_0A_287-I,20240926,ChemicalParserException: initMatchers() must be called before runReactants(),ValueError,D68EV3CPROA-x1594_0A,D68EV3CPROA-x2021_0A,ZZCROQHYXNFWPQ-UHFFFAOYSA-N,619,,,yAANSh,COC(=O)CN(c1ccc2c(c1)OCCO2)S(=O)(=O)c1ccc2nncn2c1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,0025,,,
O=C(O)C(O)C1CCC1,COC(=O)NCC(=O)N1CCC(N)C1,Amidation,,,,x1071_0A-x1083_0A_109-5-R,20240929,,,D68EV3CPROA-x1071_0A,D68EV3CPROA-x1083_0A,JFEKNQPUMUKULE-UHFFFAOYSA-N,690,1232.0,147.0,6BxAUL,COC(=O)NCC(=O)N1CCC(NC(=O)C(O)C2CCC2)C1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1083_0A_apo-desolv.pdb,1630,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/JFEKNQPUMUKULE-UHFFFAOYSA-N/JFEKNQPUMUKULE-UHFFFAOYSA-N_6BxAUL_to_hippo.pkl.gz,1232.0,46.0
O=C(O)CCN1CCCCC1,CCCC(=O)NCC1CCNCC1,Amidation,,,,x1083_0A-x1071_0A_475-P,20240929,,,D68EV3CPROA-x1083_0A,D68EV3CPROA-x1071_0A,AKAVKIINBCHGSI-UHFFFAOYSA-N,221,7823.0,386.0,NjWoDq,CCCC(=O)NCC1CCN(C(=O)CCN2CCCCC2)CC1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1071_0A_apo-desolv.pdb,0000,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/AKAVKIINBCHGSI-UHFFFAOYSA-N/AKAVKIINBCHGSI-UHFFFAOYSA-N_NjWoDq_to_hippo.pkl.gz,7823.0,1942.0
O=Cc1nnc2ccccn12,NCC(O)c1ccc2c(c1)OCO2,Reductive_amination,,,,x1140_0A-x1594_0A_34-P,20240927,,,D68EV3CPROA-x1140_0A,D68EV3CPROA-x1594_0A,FPFIYEARDZYHTL-UHFFFAOYSA-N,44,2182.0,19.0,TD4Y4g,OC(CNCc1nnc2ccccn12)c1ccc2c(c1)OCO2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,0111,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/FPFIYEARDZYHTL-UHFFFAOYSA-N/FPFIYEARDZYHTL-UHFFFAOYSA-N_TD4Y4g_to_hippo.pkl.gz,2182.0,466.0
CS(=O)(=O)N(CC(=O)O)c1ccc(F)cc1,C1CCNCC1,Amidation,,,,x1071_0A-x1083_0A_80-P,20240927,,,D68EV3CPROA-x1071_0A,D68EV3CPROA-x1083_0A,RXXXWSFZPBUJKD-UHFFFAOYSA-N,364,10000.0,3.0,g6EGWE,CS(=O)(=O)N(CC(=O)N1CCCCC1)c1ccc(F)cc1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1083_0A_apo-desolv.pdb,1833,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/RXXXWSFZPBUJKD-UHFFFAOYSA-N/RXXXWSFZPBUJKD-UHFFFAOYSA-N_g6EGWE_to_hippo.pkl.gz,21238.0,5257.0
O=C(O)c1nocc1Cl,CC(N)CNC(=O)CN1CCCCC1,Amidation,,,,x1052_1A-x1083_0A_66-P,20240927,,,D68EV3CPROA-x1052_1A,D68EV3CPROA-x1083_0A,QPFUBWAPUPFGCP-UHFFFAOYSA-N,170,4.0,0.0,u2kMLa,CC(CNC(=O)CN1CCCCC1)NC(=O)c1nocc1Cl,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1052_1A_apo-desolv.pdb,0122,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/QPFUBWAPUPFGCP-UHFFFAOYSA-N/QPFUBWAPUPFGCP-UHFFFAOYSA-N_u2kMLa_to_hippo.pkl.gz,4.0,2.0
,,,,,,x1498_0A-x1083_0A_498-P,20240925,Scaffold could not be minimised.,ScaffoldPlacementError,D68EV3CPROA-x1498_0A,D68EV3CPROA-x1083_0A,VFTSGAOMZFIGMU-UHFFFAOYSA-N,234,,,,CC(COC(=O)c1ccc(C(C)(C)C)cn1)N1CCCCC1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1498_0A_apo-desolv.pdb,2006,,,
,,,,,,x1020_0A-x0130_0A_428-I,20240925,No attachment points found for reaction N-Bn_deprotection,ReactionError,D68EV3CPROA-x1020_0A,D68EV3CPROA-x0130_0A,NTIVRRSDYKFGKD-UHFFFAOYSA-N,578,,,,CC(C(N)=O)N1CCC(F)(CN)C1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x0130_0A_apo-desolv.pdb,2254,,,
O=C(O)c1csc(-c2ccc3c(c2)OCO3)n1,Nc1ccc2nncn2c1,Amidation,,,,x1594_0A-x1919_0A_101-P,20240926,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x1919_0A,CRESFJFNIVTPMA-UHFFFAOYSA-N,263,23.0,22.0,XzJgoq,O=C(Nc1ccc2nncn2c1)c1csc(-c2ccc3c(c2)OCO3)n1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,0059,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/CRESFJFNIVTPMA-UHFFFAOYSA-N/CRESFJFNIVTPMA-UHFFFAOYSA-N_XzJgoq_to_hippo.pkl.gz,23.0,23.0
